sr_no,state,mp_name,constituency,constituency_clean,allocated_amount_inr,is_reserved_sc,is_reserved_st,is_missing_amount,is_invalid_amount,is_duplicate_constituency,is_data_quality_issue
348,Andhra Pradesh,Putta Mahesh Kumar,ELURU,ELURU,147000000.0,False,False,False,False,False,False
349,Uttar Pradesh,R.K. CHAUDHARY,MOHANLALGANJ(SC),MOHANLALGANJ,147000000.0,True,False,False,False,False,False
350,Odisha,RABINDRA NARAYAN BEHERA,JAJPUR(SC),JAJPUR,147064617.11,True,False,False,False,False,False
351,West Bengal,RACHNA BANERJEE,HOOGHLY,HOOGHLY,147000000.0,False,False,False,False,False,False
352,Bihar,Radha Mohan Singh,PURVI CHAMPARAN,PURVI CHAMPARAN,147000000.0,False,False,False,False,False,False
353,Karnataka,RADHAKRISHNA,GULBARGA(SC),GULBARGA,147000000.0,True,False,False,False,False,False
354,Chhattisgarh,RADHE SHYAM RATHIYA,RAIGARH(ST),RAIGARH,159706972.09,False,True,False,False,False,False
355,Uttar Pradesh,RAHUL GANDHI,RAE BARELI,RAE BARELI,147000000.0,False,False,False,False,False,False
356,Rajasthan,Rahul Kaswan,CHURU,CHURU,147000000.0,False,False,False,False,False,False
357,Madhya Pradesh,RAHUL SINGH LODHI,DAMOH,DAMOH,163058785.37,False,False,False,False,False,False
358,Bihar,RAJ BHUSHAN CHOUDHARY,MUZAFFARPUR,MUZAFFARPUR,147000000.0,False,False,False,False,False,False
359,Rajasthan,RAJ KUMAR ROAT,BANSWARA(ST),BANSWARA,147000000.0,False,True,False,False,False,False
360,Bihar,RAJA RAM SINGH,KARAKAT,KARAKAT,147000000.0,False,False,False,False,False,False
361,Maharashtra,RAJABHAU,NASHIK,NASHIK,152878682.11,False,False,False,False,False,False
362,Himachal Pradesh,RAJEEV BHARDWAJ,KANGRA,KANGRA,179388967.11,False,False,False,False,False,False
363,Uttar Pradesh,RAJEEV RAI,GHOSI,GHOSI,147000000.0,False,False,False,False,False,False
364,Bihar,RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,PURNEA,147000000.0,False,False,False,False,False,False
365,Bihar,RAJESH VERMA,KHAGARIA,KHAGARIA,147000000.0,False,False,False,False,False,False
366,Gujarat,Rajeshbhai Naranbhai Chudasama,JUNAGADH,JUNAGADH,147000000.0,False,False,False,False,False,False
367,Bihar,Rajiv Pratap Rudy,SARAN,SARAN,147000000.0,False,False,False,False,False,False
368,Bihar,Rajiv Ranjan (Lalan) Singh,MUNGER,MUNGER,147000000.0,False,False,False,False,False,False
369,Uttar Pradesh,Rajkumar Chahar,FATEHPUR SIKRI,FATEHPUR SIKRI,147000000.0,False,False,False,False,False,False
370,Uttar Pradesh,Rajnath Singh,LUCKNOW,LUCKNOW,154808797.11,False,False,False,False,False,False
371,Gujarat,RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,PANCHMAHAL,147000000.0,False,False,False,False,False,False
372,West Bengal,Raju Bista,DARJEELING,DARJEELING,147000000.0,False,False,False,False,False,False
373,Uttar Pradesh,RAKESH RATHOR,SITAPUR,SITAPUR,147000000.0,False,False,False,False,False,False
374,Assam,RAKIBUL HUSSAIN,DHUBRI,DHUBRI,147000000.0,False,False,False,False,False,False
375,Uttar Pradesh,RAM PRASAD CHAUDHARY,BASTI,BASTI,204176957.11,False,False,False,False,False,False
376,Uttar Pradesh,Ram Shiromani,SHRAWASTI,SHRAWASTI,151746878.11,False,False,False,False,False,False
377,Telangana,RAMASAHAYAM RAGHURAM REDDY,KHAMMAM,KHAMMAM,147000000.0,False,False,False,False,False,False
378,Uttar Pradesh,RAMASHANKAR RAJBHAR,SALEMPUR,SALEMPUR,160056927.07,False,False,False,False,False,False
379,Uttar Pradesh,RAMBHUAL NISHAD,SULTANPUR,SULTANPUR,151231957.11,False,False,False,False,False,False
380,Uttar Pradesh,RAMESH AWASTHI,KANPUR,KANPUR,147000000.0,False,False,False,False,False,False
381,Karnataka,Ramesh Chandappa Jigajinagi,BIJAPUR(SC),BIJAPUR,269500000.0,True,False,False,False,False,False
382,Bihar,Ramprit Mandal,JHANJHARPUR,JHANJHARPUR,147000000.0,False,False,False,False,False,False
383,Delhi,Ramvir Singh Bidhuri,SOUTH DELHI,SOUTH DELHI,147559100.0,False,False,False,False,False,False
384,Assam,RANJIT DUTTA,Sonitpur,Sonitpur,147000000.0,False,False,False,False,False,False
385,Haryana,Rao Inderjit Singh,GURGAON,GURGAON,147000000.0,False,False,False,False,False,False
386,Rajasthan,Rao Rajendra Singh,JAIPUR RURAL,JAIPUR RURAL,147000000.0,False,False,False,False,False,False
387,Bihar,Ravi Shankar Prasad,PATNA SAHIB,PATNA SAHIB,147000000.0,False,False,False,False,False,False
388,Maharashtra,RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,MUMBAI NORTH WEST,147000000.0,False,False,False,False,False,False
389,Uttar Pradesh,Ravindra Shyamnarayan Alias Ravi Kishan Shukla,GORAKHPUR,GORAKHPUR,147000000.0,False,False,False,False,False,False
390,Maharashtra,Ravindra Vasantrao Chavan,NANDED,NANDED,147000000.0,False,False,False,False,True,True
391,Mizoram,RICHARD VANLALHMANGAIHA,MIZORAM (ST),MIZORAM,147000000.0,False,True,False,False,False,False
392,Tamil Nadu,ROBERT BRUCE C,TIRUNELVELI,TIRUNELVELI,147475440.11,False,False,False,False,False,False
393,Madhya Pradesh,Rodmal Nagar,RAJGARH,RAJGARH,147000000.0,False,False,False,False,False,False
394,Chhattisgarh,ROOP KUMARI CHOUDHARY,MAHASAMUND,MAHASAMUND,153035414.0,False,False,False,False,False,False
395,Uttar Pradesh,RUCHI VIRA,MORADABAD,MORADABAD,147000000.0,False,False,False,False,False,False
396,Odisha,RUDRA NARAYAN PANY,DHENKANAL,DHENKANAL,155013957.11,False,False,False,False,False,False
397,Nagaland,S SUPONGMEREN JAMIR,NAGALAND,NAGALAND,147000000.0,False,False,False,False,False,False
398,Tamil Nadu,S Venkatesan,MADURAI,MADURAI,147000000.0,False,False,False,False,False,False
399,Tamil Nadu,S. Jagathrakshakan,ARAKKONAM,ARAKKONAM,180589332.34,False,False,False,False,False,False
400,Tamil Nadu,SACHITHANANTHAM R,DINDIGUL,DINDIGUL,147000000.0,False,False,False,False,False,False
401,Karnataka,SAGAR ESHWAR KHANDRE,BIDAR,BIDAR,147000000.0,False,False,False,False,False,False
402,Meghalaya,SALENG A SANGMA,TURA,TURA,147000000.0,False,False,False,False,False,False
403,Odisha,SAMBIT PATRA,PURI,PURI,147000000.0,False,False,False,False,False,False
404,Uttar Pradesh,SANATAN PANDEY,BALLIA,BALLIA,180420041.4,False,False,False,False,False,False
405,Maharashtra,SANJAY DINA PATIL,MUMBAI NORTH EAST,MUMBAI NORTH EAST,147000000.0,False,False,False,False,False,False
406,Maharashtra,Sanjay Haribhau Jadhav,PARBHANI,PARBHANI,147000000.0,False,False,False,False,False,False
407,Bihar,Sanjay Jaiswal,PASCHIM CHAMPARAN,PASCHIM CHAMPARAN,147000000.0,False,False,False,False,False,False
408,Telangana,Sanjay Kumar Bandi,KARIMNAGAR,KARIMNAGAR,172775317.11,False,False,False,False,False,False
409,Jharkhand,Sanjay Seth,RANCHI,RANCHI,147064357.11,False,False,False,False,False,False
410,Maharashtra,Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,YAVATMAL-WASHIM,185640423.0,False,False,False,False,False,False
411,Rajasthan,SANJNA JATAV,BHARATPUR(SC),BHARATPUR,147000000.0,True,False,False,False,False,False
412,Chhattisgarh,Santosh Pandey,RAJNANDGAON,RAJNANDGAON,147000000.0,False,False,False,False,False,False
413,Odisha,Saptagiri Sankar Ulaka,KORAPUT(ST),KORAPUT,269500000.0,False,True,False,False,False,False
414,Punjab,SARABJEET SINGH KHALSA,FARIDKOT(SC),FARIDKOT,150850348.15,True,False,False,False,False,False
415,Tamil Nadu,Sasikanth Senthil,TIRUVALLUR(SC),TIRUVALLUR,171500000.0,True,False,False,False,False,False
416,Haryana,SATPAL BRAHAMCHARI,SONEPAT,SONEPAT,147000000.0,False,False,False,False,False,False
417,West Bengal,Saumitra khan,BISHNUPUR(SC),BISHNUPUR,147000000.0,True,False,False,False,False,False
418,Madhya Pradesh,SAVITRI THAKUR,DHAR(ST),DHAR,147000000.0,False,True,False,False,False,False
419,West Bengal,SAYANI GHOSH,JADAVPUR,JADAVPUR,147000000.0,False,False,False,False,False,False
420,Haryana,SELJA,SIRSA(SC),SIRSA,147000000.0,True,False,False,False,False,False
421,Tamil Nadu,SELVAGANAPATHI T M,SALEM,SALEM,147000000.0,False,False,False,False,False,False
422,Tamil Nadu,SELVARAJ V,NAGAPATTINAM(SC),NAGAPATTINAM,147000000.0,True,False,False,False,False,False
423,Kerala,SHAFI PARAMBIL,VADAKARA,VADAKARA,147000000.0,False,False,False,False,False,False
424,Bihar,SHAMBHAVI,SAMASTIPUR(SC),SAMASTIPUR,147000000.0,True,False,False,False,False,False
425,Madhya Pradesh,Shankar Lalwani,INDORE,INDORE,147000000.0,False,False,False,False,False,False
426,Uttar Pradesh,SHASHANK MANI,DEORIA,DEORIA,147000000.0,False,False,False,False,False,False
427,West Bengal,Shatrughan Sinha,ASANSOL,ASANSOL,147000000.0,False,False,False,False,False,False
428,Punjab,SHER SINGH GHUBAYA,FIROZPUR,FIROZPUR,147000000.0,False,False,False,False,False,False
429,Madhya Pradesh,SHIVMANGAL SINGH TOMAR,MORENA,MORENA,147000000.0,False,False,False,False,False,False
430,Madhya Pradesh,SHIVRAJ SINGH CHOUHAN,VIDISHA,VIDISHA,147000000.0,False,False,False,False,False,False
431,Karnataka,SHOBHA KARANDLAJE,BANGALORE NORTH,BANGALORE NORTH,147000000.0,False,False,False,False,False,False
432,Gujarat,SHOBHANABEN MAHENDRASINH BARAIYA,SABARKANTHA,SABARKANTHA,147000000.0,False,False,False,False,False,False
433,Karnataka,SHREYAS. M. PATEL,HASSAN,HASSAN,147000000.0,False,False,False,False,False,False
434,Haryana,Shri  Dharambir Singh,BHIWANI MAHENDRAGARH,BHIWANI MAHENDRAGARH,147000000.0,False,False,False,False,False,False
435,West Bengal,Shri Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,147000000.0,False,False,False,False,False,False
436,Punjab,Shri Amar Singh,FATEHGARH SAHIB(SC),FATEHGARH SAHIB,147000000.0,True,False,False,False,False,False
437,Gujarat,Shri Amit Shah,GANDHINAGAR,GANDHINAGAR,147000000.0,False,False,False,False,False,False
438,Madhya Pradesh,Shri Anil Firojiya,UJJAIN(SC),UJJAIN,147000000.0,True,False,False,False,False,False
439,Rajasthan,Shri Arjun Ram Meghwal,BIKANER(SC),BIKANER,147000000.0,True,False,False,False,False,False
440,Uttar Pradesh,Shri Arun Kumar Sagar,SHAHJAHANPUR(SC),SHAHJAHANPUR,147000000.0,True,False,False,False,False,False
441,Karnataka,Shri B Y Raghavendra,SHIMOGA,SHIMOGA,147000000.0,False,False,False,False,False,False
442,Kerala,Shri Benny Behanan,CHALAKUDY,CHALAKUDY,164674770.11,False,False,False,False,False,False
443,Odisha,Shri Bhartruhari Mahtab,CUTTACK,CUTTACK,147000000.0,False,False,False,False,False,False
444,Jharkhand,Shri Chandra Prakash Choudhary,GIRIDIH,GIRIDIH,147000000.0,False,False,False,False,False,False
445,West Bengal,Shri Deepak (Dev) Adhikari,GHATAL,GHATAL,200747364.0,False,False,False,False,False,False
446,Punjab,Shri Gurjeet Singh Aujla,AMRITSAR,AMRITSAR,147000000.0,False,False,False,False,False,False
447,Rajasthan,Shri Hanuman Beniwal,NAGAUR,NAGAUR,147000000.0,False,False,False,False,False,False
448,Kerala,Shri Hibi Eden,ERNAKULAM,ERNAKULAM,162177260.11,False,False,False,False,False,False
449,Bihar,Shri Janardan Singh Sigriwal,MAHARAJGANJ_BR,MAHARAJGANJ,147000000.0,False,False,False,False,False,False
450,Odisha,Shri Jual Oram,SUNDARGARH (ST),SUNDARGARH,173096756.91,False,True,False,False,False,False
451,Jammu And Kashmir,Shri Jugal Kishore Sharma,JAMMU,JAMMU,147000000.0,False,False,False,False,False,False
452,West Bengal,Shri Jyotirmay Singh Mahato,PURULIA,PURULIA,147000000.0,False,False,False,False,False,False
453,Tamil Nadu,Shri Karti P Chidambaram,SIVAGANGA,SIVAGANGA,159049284.11,False,False,False,False,False,False
454,Kerala,Shri Kumbakudi Sudhakaran,KANNUR,KANNUR,147000000.0,False,False,False,False,False,False
455,Karnataka,Shri LS Tejasvi Surya,BANGALORE SOUTH,BANGALORE SOUTH,147000000.0,False,False,False,False,False,False
456,Kerala,Shri M K Raghavan,KOZHIKODE,KOZHIKODE,147000000.0,False,False,False,False,False,False
457,Uttar Pradesh,Shri Narendra Modi,VARANASI,VARANASI,162070276.11,False,False,False,False,False,False
458,Kerala,Shri NK Premachandran,KOLLAM,KOLLAM,171477994.11,False,False,False,False,False,False
459,Rajasthan,Shri PP Chaudhary,PALI,PALI,147000000.0,False,False,False,False,False,False
460,Kerala,Shri Rajmohan Unnithan,KASARAGOD,KASARAGOD,156754633.11,False,False,False,False,False,False
461,Assam,Shri Sarbananda Sonowal (18LS),DIBRUGARH,DIBRUGARH,147000000.0,False,False,False,False,False,False
462,Uttar Pradesh,Shri Satish Kumar Gautam,ALIGARH,ALIGARH,147000000.0,False,False,False,False,False,False
463,West Bengal,Shri Shantanu Thakur,BANGAON(SC),BANGAON,147000000.0,True,False,False,False,False,False
464,Madhya Pradesh,Shri Sudheer Gupta,MANDSOUR,MANDSOUR,148988014.83,False,False,False,False,False,False
465,Kerala,Shri Suresh Kodikunnil,MAVELIKKARA(SC),MAVELIKKARA,172429519.11,True,False,False,False,False,False
466,Arunachal Pradesh,Shri Tapir Gao,ARUNACHAL EAST,ARUNACHAL EAST,147000000.0,False,False,False,False,False,False
467,Tamil Nadu,Shri vijayakumar Vasanth,KANNIYAKUMARI,KANNIYAKUMARI,171500000.0,False,False,False,False,False,False
468,Maharashtra,Shrikant Eknath Shinde,KALYAN,KALYAN,147000000.0,False,False,False,False,False,False
469,Maharashtra,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,SATARA,147000000.0,False,False,False,False,False,False
470,Goa,Shripad Yesso Naik,NORTH GOA,NORTH GOA,147000000.0,False,False,False,False,False,False
471,Maharashtra,Shrirang Appa Barne,MAVAL,MAVAL,147000000.0,False,False,False,False,False,False
472,Maharashtra,Shyamkumar,RAMTEK(SC),RAMTEK,147000000.0,True,False,False,False,False,False
473,Andhra Pradesh,Sivanath Kesineni,VIJAYAWADA,VIJAYAWADA,159864032.49,False,False,False,False,False,False
474,West Bengal,SK NURUL ISLAM,BASIRHAT,BASIRHAT,49000000.0,False,False,False,False,False,False
475,Maharashtra,SMITA UDAY WAGH,JALGAON,JALGAON,148107373.11,False,False,False,False,False,False
476,Uttar Pradesh,Smt Anupriya Patel,MIRZAPUR,MIRZAPUR,147000000.0,False,False,False,False,False,False
477,Odisha,Smt Aparajita Sarangi,BHUBANESWAR,BHUBANESWAR,147420861.41,False,False,False,False,False,False
478,Uttar Pradesh,Smt Dimple Yadav,MAINPURI,MAINPURI,192042469.11,False,False,False,False,False,False
479,Punjab,Smt Harsimrat Kaur Badal,BHATINDA,BHATINDA,159775982.39,False,False,False,False,False,False
480,Uttar Pradesh,Smt Hema Malini,MATHURA,MATHURA,147000000.0,False,False,False,False,False,False
481,Madhya Pradesh,Smt Himadri Singh,SHAHDOL (ST),SHAHDOL,150724861.11,False,True,False,False,False,False
482,Gujarat,Smt Poonamben Hematbhai Maadam,JAMNAGAR,JAMNAGAR,147000000.0,False,False,False,False,False,False
483,Maharashtra,Smt Raksha Nikhil Khadse,RAVER,RAVER,153112586.11,False,False,False,False,False,False
484,Tamil Nadu,Smt S Jothimani,KARUR,KARUR,147000000.0,False,False,False,False,False,False
485,West Bengal,Smt Sajda Ahmed,ULUBERIA,ULUBERIA,147000000.0,False,False,False,False,False,False
486,Madhya Pradesh,Smt Sandhya Ray,BHIND(SC),BHIND,147000000.0,True,False,False,False,False,False
487,Odisha,Smt Sangeeta Kumari Singh Deo,BOLANGIR,BOLANGIR,147000000.0,False,False,False,False,False,False
488,West Bengal,Smt Satabdi Roy (Banerjee),BIRBHUM,BIRBHUM,147000000.0,False,False,False,False,False,False
489,Maharashtra,Smt Supriya Sadanand Sule,BARAMATI,BARAMATI,147000000.0,False,False,False,False,False,False
490,Bihar,Smt Veena Devi,VAISHALI,VAISHALI,147000000.0,False,False,False,False,False,False
491,Andhra Pradesh,Sribharat MathuKumli,VISAKHAPATNAM,VISAKHAPATNAM,164841922.0,False,False,False,False,False,False
492,Bihar,SUDAMA PRASAD,ARRAH,ARRAH,147000000.0,False,False,False,False,False,False
493,Tamil Nadu,SUDHA R,MAYILADUTHURAI,MAYILADUTHURAI,147332315.11,False,False,False,False,False,False
494,Bihar,SUDHAKAR SINGH,BUXAR,BUXAR,185211956.54,False,False,False,False,False,False
495,West Bengal,Sudip Bandyopadhyay,KOLKATA UTTAR,KOLKATA UTTAR,147000000.0,False,False,False,False,False,False
496,Odisha,SUKANTA KUMAR PANIGRAHI,KANDHAMAL,KANDHAMAL,190712424.11,False,False,False,False,False,False
497,Jharkhand,SUKHDEO BHAGAT,LOHARDAGA(ST),LOHARDAGA,171821957.11,False,True,False,False,False,False
498,Punjab,SUKHJINDER SINGH RANDHAWA,GURDASPUR,GURDASPUR,147000000.0,False,False,False,False,False,False
499,Karnataka,SUNIL BOSE,CHAMARAJANAGAR(SC),CHAMARAJANAGAR,147000000.0,True,False,False,False,False,False
500,Maharashtra,Sunil Dattatray Tatkare,RAIGAD,RAIGAD,147000000.0,False,False,False,False,False,False
501,Bihar,Sunil Kumar,VALMIKI NAGAR,VALMIKI NAGAR,147000000.0,False,False,False,False,False,False
502,Bihar,SURENDRA PRASAD YADAV,JAHANABAD,JAHANABAD,155325714.0,False,False,False,False,False,False
503,Kerala,SURESH GOPI,THRISSUR,THRISSUR,147000000.0,False,False,False,False,False,False
504,Himachal Pradesh,Suresh Kumar Kashyap,SHIMLA (SC),SHIMLA,153563957.11,True,False,False,False,False,False
505,Telangana,SURESH KUMAR SHETKAR,ZAHIRABAD,ZAHIRABAD,147000000.0,False,False,False,False,False,False
506,Uttar Pradesh,Swami Sachchidanandhari Sakshi ji Maharaj,UNNAO,UNNAO,147000000.0,False,False,False,False,False,False
507,Tamil Nadu,T Sumathy (A) Thamizhachi Thangapandian,CHENNAI SOUTH,CHENNAI SOUTH,147000000.0,False,False,False,False,False,False
508,Andhra Pradesh,TANGELLA UDAY SRINIVAS,KAKINADA,KAKINADA,199417886.76,False,False,False,False,False,False
509,Uttar Pradesh,TANUJ PUNIA,BARABANKI(SC),BARABANKI,148198170.11,True,False,False,False,False,False
510,Bihar,TARIQ ANWAR,KATIHAR,KATIHAR,147000000.0,False,False,False,False,False,False
511,Tamil Nadu,Thalikkottai Rajuthevar Baalu,SRIPERUMBUDUR,SRIPERUMBUDUR,196905535.11,False,False,False,False,False,False
512,Tamil Nadu,THANGA TAMILSELVAN,THENI,THENI,167755939.81,False,False,False,False,False,False
513,Tamil Nadu,THARANIVENTHAN M S,ARANI,ARANI,168337124.35,False,False,False,False,False,False
514,Tamil Nadu,Thiru Dayanidhi Maran,CHENNAI CENTRAL,CHENNAI CENTRAL,147000000.0,False,False,False,False,False,False
515,Tamil Nadu,Thirumaa Valavan Thol,CHIDAMBARAM(SC),CHIDAMBARAM,147000000.0,True,False,False,False,False,False
516,Chhattisgarh,TOKHAN SAHU,BILASPUR,BILASPUR,147000000.0,False,False,False,False,False,False
517,Uttarakhand,TRIVENDRA SINGH RAWAT,HARDWAR,HARDWAR,147000000.0,False,False,False,False,False,False
518,Uttar Pradesh,UJJWAL RAMAN SINGH,ALLAHABAD,ALLAHABAD,147000000.0,False,False,False,False,False,False
519,Rajasthan,UMMEDA RAM BENIWAL,BARMER,BARMER,147000000.0,False,False,False,False,False,False
520,Uttar Pradesh,UTKARSH VERMA MADHUR,KHERI,KHERI,147000000.0,False,False,False,False,False,False
521,Tamil Nadu,V S Matheswaran,NAMAKKAL,NAMAKKAL,162539930.11,False,False,False,False,False,False
522,Karnataka,V. SOMANNA,TUMKUR,TUMKUR,147000000.0,False,False,False,False,False,False
523,Puducherry,Vaithilingam Ve,Puducherry,Puducherry,209368972.11,False,False,False,False,False,False
524,Telangana,VAMSI KRISHNA GADDAM,PEDDAPALLE,PEDDAPALLE,148451721.11,False,False,False,False,False,False
525,Haryana,VARUN CHAUDHRY,AMBALA (SC),AMBALA,255454264.0,True,False,False,False,False,False
526,Kerala,Vellalath Kochukrishnan Nair Sreekandan,PALAKKAD,PALAKKAD,167807990.11,False,False,False,False,False,False
527,Chhattisgarh,Vijay Baghel,DURG,DURG,147000000.0,False,False,False,False,False,False
528,Uttar Pradesh,Vijay Kumar Dubey,KUSHI NAGAR,KUSHI NAGAR,148900000.0,False,False,False,False,False,False
529,Jharkhand,Vijay Kumar Hansdak,RAJMAHAL(ST),RAJMAHAL,147223957.11,False,True,False,False,False,False
530,Bihar,VIJAYLAKSHMI DEVI,SIWAN,SIWAN,147000000.0,False,False,False,False,False,False
531,Gujarat,Vinod Chavda,KACHCHH(SC),KACHCHH,147000000.0,True,False,False,False,False,False
532,Uttar Pradesh,VINOD KUMAR BIND,BHADOHI,BHADOHI,147000000.0,False,False,False,False,False,False
533,Madhya Pradesh,Virendra Kumar,TIKAMGARH(SC),TIKAMGARH,147000000.0,True,False,False,False,False,False
534,Uttar Pradesh,VIRENDRA SINGH,CHANDAULI,CHANDAULI,147000000.0,False,False,False,False,False,False
535,Maharashtra,VISHAL,SANGLI,SANGLI,147000000.0,False,False,False,False,False,False
536,Jharkhand,Vishnu Dayal Ram,PALAMU(SC),PALAMU,158176083.11,True,False,False,False,False,False
537,Madhya Pradesh,Vishnu Dutt Sharma,KHAJURAHO,KHAJURAHO,147000000.0,False,False,False,False,False,False
538,Karnataka,VISHWESHWAR HEGDE KAGERI,UTTARA KANNADA,UTTARA KANNADA,147000000.0,False,False,False,False,False,False
539,Bihar,VIVEK THAKUR,NAWADA,NAWADA,147000000.0,False,False,False,False,False,False
540,Andhra Pradesh,Y S Avinash Reddy,KADAPA,KADAPA,156430260.11,False,False,False,False,False,False
541,Karnataka,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,MYSORE,MYSORE,147000000.0,False,False,False,False,False,False
542,Delhi,Yogendra Chandoliya,NORTH WEST DELHI(SC),NORTH WEST DELHI,147876307.0,True,False,False,False,False,False
543,Uttar Pradesh,ZIA UR REHMAN,SAMBHAL,SAMBHAL,147000000.0,False,False,False,False,False,False
